pdb_id,pdb_class
2pg2,other
2pgj,hydrolase
2pgl,hydrolase
2pgz,transport/binding
2ph6,protease
2ph8,protease
2ph9,transport/binding
2phb,other
2pix,other
2piy,protease
2piz,protease
2pj0,protease
2pj1,protease
2pj2,protease
2pj3,protease
2pj4,protease
2pj5,protease
2pj6,protease
2pj7,protease
2pj8,protease
2pj9,protease
2pja,protease
2pjb,protease
2pjc,protease
2pjl,other
2pjt,protease
2pk5,protease
2pk6,protease
2pks,protease
2pl0,kinase
2pl9,immune/signaling
2pmc,immune/signaling
2pmk,transport/binding
2pmn,kinase
2pnc,oxidoreductase
2pnx,other
2poq,oxidoreductase
2pou,lyase
2pov,lyase
2pow,lyase
2pqb,transferase
2pqc,transferase
2pqj,hydrolase
2pql,transport/binding
2pqz,protease
2pr9,other
2pre,protease
2pri,transferase
2prj,transferase
2psj,oxidoreductase
2psu,protease
2psv,protease
2psx,protease
2pt9,transferase
2ptz,lyase
2pu0,lyase
2pu1,lyase
2pu2,hydrolase
2puy,other
2pv1,isomerase
2pv2,isomerase
2pv3,isomerase
2pvh,kinase
2pvj,kinase
2pvk,kinase
2pvl,kinase
2pvm,kinase
2pvn,kinase
2pvu,transport/binding
2pvv,protease
2pvw,protease
2pwc,protease
2pwd,transferase
2pwg,transferase
2pwr,protease
2py4,hydrolase
2pyi,transferase
2pym,hydrolase
2pyn,hydrolase
2pyy,transport/binding
2pze,hydrolase
2pzi,kinase
2pzy,kinase
2q11,hydrolase
2q15,hydrolase
2q1j,protease
2q1l,oxidoreductase
2q1q,lyase
2q2a,transport/binding
2q2c,transport/binding
2q2n,transferase
2q2y,other
2q2z,other
2q38,lyase
2q3z,transferase
2q54,protease
2q55,protease
2q5k,protease
2q63,hydrolase
2q64,hydrolase
2q6b,oxidoreductase
2q6c,oxidoreductase
2q6f,protease
2q6h,transport/binding
2q70,nuclear receptor
2q72,transport/binding
2q7m,other
2q7o,transferase
2q7q,oxidoreductase
2q7y,immune/signaling
2q80,transferase
2q88,transport/binding
2q89,transport/binding
2q8g,kinase
2q8h,kinase
2q8i,kinase
2q8m,hydrolase
2q8s,nuclear receptor
2q8y,transferase
2q8z,lyase
2q92,protease
2q93,protease
2q94,protease
2q95,protease
2q96,protease
2q9m,hydrolase
2q9n,hydrolase
2q9y,transferase
2qa8,nuclear receptor
2qaf,lyase
2qbs,hydrolase
2qbu,transferase
2qbw,other
2qbx,kinase
2qc6,kinase
2qcd,transferase
2qcf,transferase
2qcg,transferase
2qch,transferase
2qci,protease
2qcm,transferase
2qcn,transferase
2qd6,protease
2qd7,protease
2qd8,protease
2qd9,kinase
2qdt,hydrolase
2qe2,transferase
2qe5,transferase
2qf6,immune/signaling
2qfo,immune/signaling
2qfu,transferase
2qg0,immune/signaling
2qg2,immune/signaling
2qh6,nuclear receptor
2qhc,protease
2qhd,hydrolase
2qhm,kinase
2qhn,kinase
2qhr,immune/signaling
2qhy,protease
2qhz,protease
2qi0,protease
2qi1,protease
2qi3,protease
2qi4,protease
2qi5,protease
2qi6,protease
2qi7,protease
2qic,other
2qiq,hydrolase
2qju,transport/binding
2qk5,protease
2qk8,oxidoreductase
2qki,hydrolase
2qky,protease
2ql5,protease
2ql7,protease
2ql9,protease
2qlb,protease
2qlf,protease
2qlj,protease
2qlm,transferase
2qln,transferase
2qlq,kinase
2qm9,transport/binding
2qmd,protease
2qmf,protease
2qmg,protease
2qn1,transferase
2qn2,transferase
2qn3,transferase
2qnb,transferase
2qnn,protease
2qnp,protease
2qnx,transferase
2qnz,transferase
2qo1,transferase
2qo8,lyase
2qoa,lyase
2qoe,protease
2qoh,kinase
2qp6,lyase
2qp8,protease
2qpj,protease
2qpq,transport/binding
2qpu,hydrolase
2qq7,kinase
2qqs,oxidoreductase
2qrg,transferase
2qrh,transferase
2qrk,oxidoreductase
2qrl,oxidoreductase
2qrm,transferase
2qrp,transferase
2qrq,transferase
2qry,transport/binding
2qt5,transport/binding
2qt9,protease
2qta,oxidoreductase
2qtb,protease
2qtg,hydrolase
2qtn,transferase
2qtr,transferase
2qtt,hydrolase
2qtu,nuclear receptor
2qu2,protease
2qu3,protease
2qu5,kinase
2qu6,kinase
2qv7,kinase
2qve,transferase
2qw1,transport/binding
2qwb,hydrolase
2qwc,hydrolase
2qwd,hydrolase
2qwe,hydrolase
2qwf,hydrolase
2qwg,hydrolase
2qx0,kinase
2qyk,hydrolase
2qyl,hydrolase
2qyn,hydrolase
2qzk,protease
2qzl,protease
2qzr,transferase
2qzx,protease
2r02,other
2r03,other
2r05,other
2r0h,transport/binding
2r0u,kinase
2r0y,other
2r0z,immune/signaling
2r1w,immune/signaling
2r1x,immune/signaling
2r1y,immune/signaling
2r2b,immune/signaling
2r2l,transferase
2r2m,protease
2r2w,kinase
2r38,protease
2r3c,immune/signaling
2r3f,kinase
2r3g,kinase
2r3h,kinase
2r3i,kinase
2r3j,kinase
2r3k,kinase
2r3l,kinase
2r3m,kinase
2r3n,kinase
2r3o,kinase
2r3p,kinase
2r3t,protease
2r3w,protease
2r3y,protease
2r43,protease
2r4b,kinase
2r4f,oxidoreductase
2r58,other
2r59,protease
2r5a,other
2r5b,immune/signaling
2r5d,immune/signaling
2r5p,protease
2r5q,protease
2r64,kinase
2r6f,hydrolase
2r6n,protease
2r6w,nuclear receptor
2r6y,nuclear receptor
2r7b,kinase
2r7g,other
2r8q,hydrolase
2r9b,protease
2r9m,protease
2r9s,kinase
2r9x,hydrolase
2ra0,protease
2ra6,transport/binding
2rc8,other
2rc9,other
2rcb,other
2rcu,transferase
2rcw,transferase
2rcx,hydrolase
2rd6,transferase
2reg,transport/binding
2rf2,protease
2rfh,protease
2rfn,kinase
2rfy,hydrolase
2rg5,kinase
2rg6,kinase
2rgp,kinase
2rgu,protease
2ri9,hydrolase
2ria,transport/binding
2rib,transport/binding
2rin,transport/binding
2rio,kinase
2rip,protease
2rjp,protease
2rjr,isomerase
2rjs,isomerase
2rk7,kinase
2rk8,kinase
2rka,kinase
2rkd,kinase
2rke,kinase
2rkf,hydrolase
2rkg,hydrolase
2rkm,transport/binding
2rkn,immune/signaling
2rku,kinase
2rl5,kinase
2rly,other
2rm0,other
2rnw,transferase
2rnx,transferase
2rny,transferase
2rol,immune/signaling
2rox,nuclear receptor
2rqu,immune/signaling
2rr4,transport/binding
2rt5,other
2rvn,other
2sfp,isomerase
2sim,hydrolase
2srt,protease
2std,lyase
2tmn,protease
2toh,oxidoreductase
2tpi,protease
2tsr,transferase
2upj,protease
2usn,protease
2uue,kinase
2uuo,ligase
2uup,ligase
2uvm,kinase
2uw0,kinase
2uw3,kinase
2uw4,kinase
2uw5,kinase
2uw6,kinase
2uw7,kinase
2uw8,kinase
2uwd,immune/signaling
2uwl,protease
2uwo,protease
2uwp,protease
2uxi,other
2uxu,transport/binding
2uxx,oxidoreductase
2uxz,protease
2uy0,protease
2uy3,hydrolase
2uy4,hydrolase
2uy5,hydrolase
2uyi,other
2uym,other
2uyn,other
2uyq,transferase
2uyw,transport/binding
2uz6,other
2uz9,hydrolase
2uzb,kinase
2uzd,kinase
2uze,kinase
2uzj,protease
2uzl,kinase
2uzn,kinase
2uzo,kinase
2uzv,kinase
2v0c,ligase
2v0z,protease
2v10,protease
2v11,protease
2v12,protease
2v13,protease
2v16,protease
2v22,kinase
2v25,other
2v2c,isomerase
2v2h,isomerase
2v2q,kinase
2v2v,kinase
2v3d,hydrolase
2v3e,hydrolase
2v3u,other
2v54,kinase
2v57,other
2v58,ligase
2v59,ligase
2v5a,ligase
2v5x,hydrolase
2v6n,protease
2v77,protease
2v7d,immune/signaling
2v83,hydrolase
2v85,hydrolase
2v86,hydrolase
2v87,hydrolase
2v88,hydrolase
2v8w,other
2v95,nuclear receptor
2v96,hydrolase
2va5,protease
2va6,protease
2va7,protease
2vaq,transferase
2vb8,transferase
2vba,transferase
2vc7,hydrolase
2vc9,hydrolase
2vcb,hydrolase
2vcg,hydrolase
2vci,immune/signaling
2vcj,immune/signaling
2vcq,transferase
2vcw,transferase
2vcx,transferase
2vd0,transferase
2vd1,transferase
2vd4,transferase
2vd7,oxidoreductase
2ves,protease
2veu,hydrolase
2vev,hydrolase
2vew,hydrolase
2vex,hydrolase
2vey,hydrolase
2vf6,transferase
2vfk,hydrolase
2vfz,nuclear receptor
2vgc,protease
2vgo,kinase
2vgp,kinase
2vh0,protease
2vh6,protease
2vhj,hydrolase
2vhq,hydrolase
2vi5,transferase
2vie,protease
2vin,kinase
2vio,kinase
2vip,kinase
2viq,kinase
2viv,kinase
2viw,kinase
2viy,protease
2viz,protease
2vj1,protease
2vj6,hydrolase
2vj7,protease
2vj8,protease
2vj9,protease
2vjx,hydrolase
2vk2,transport/binding
2vk6,hydrolase
2vl1,transferase
2vl8,transferase
2vle,oxidoreductase
2vmc,other
2vmd,other
2vmf,hydrolase
2vnf,other
2vnm,protease
2vnn,protease
2vnp,isomerase
2vnt,kinase
2vo4,transferase
2vo7,kinase
2vpe,immune/signaling
2vpg,immune/signaling
2vpn,transport/binding
2vpo,transport/binding
2vpp,kinase
2vqj,hydrolase
2vqm,hydrolase
2vqt,hydrolase
2vr0,oxidoreductase
2vr3,other
2vr4,hydrolase
2vrj,hydrolase
2vrx,kinase
2vsl,protease
2vt3,other
2vta,kinase
2vtd,ligase
2vte,ligase
2vth,kinase
2vti,kinase
2vtj,kinase
2vtl,kinase
2vtm,kinase
2vtn,kinase
2vto,kinase
2vtp,kinase
2vtq,kinase
2vtr,kinase
2vts,kinase
2vtt,kinase
2vu3,kinase
2vuk,transport/binding
2vur,hydrolase
2vv9,kinase
2vvc,protease
2vvo,isomerase
2vvs,hydrolase
2vvt,isomerase
2vvu,protease
2vvv,protease
2vw1,hydrolase
2vw2,hydrolase
2vwc,immune/signaling
2vwf,nuclear receptor
2vwl,protease
2vwm,protease
2vwn,protease
2vwo,protease
2vwu,kinase
2vwv,kinase
2vww,kinase
2vwx,kinase
2vwy,kinase
2vwz,kinase
2vx0,kinase
2vx1,kinase
2vx9,other
2vxa,other
2vxj,transport/binding
2vxn,isomerase
2vyt,other
2vzr,hydrolase
2w05,kinase
2w06,kinase
2w08,other
2w0d,protease
2w0j,kinase
2w0p,other
2w0s,kinase
2w0x,oxidoreductase
2w0z,nuclear receptor
2w10,hydrolase
2w12,protease
2w16,other
2w17,kinase
2w1c,kinase
2w1d,kinase
2w1e,kinase
2w1f,kinase
2w1g,kinase
2w1h,kinase
2w1i,kinase
2w26,protease
2w2i,oxidoreductase
2w2u,hydrolase
2w3i,protease
2w3k,protease
2w3l,other
2w3o,kinase
2w47,hydrolase
2w4i,isomerase
2w54,oxidoreductase
2w5g,hydrolase
2w5i,hydrolase
2w67,hydrolase
2w68,hydrolase
2w6c,hydrolase
2w6m,ligase
2w6n,ligase
2w6o,ligase
2w6p,ligase
2w6q,ligase
2w6t,other
2w6u,other
2w6z,ligase
2w70,ligase
2w71,ligase
2w73,hydrolase
2w76,other
2w77,other
2w78,other
2w7x,kinase
2w7y,transport/binding
2w85,other
2w87,hydrolase
2w8f,transport/binding
2w8g,transport/binding
2w8j,transferase
2w8w,transferase
2w8y,other
2w92,hydrolase
2w97,other
2w9h,oxidoreductase
2w9r,oxidoreductase
2wa3,oxidoreductase
2wa4,oxidoreductase
2wa8,transport/binding
2waj,kinase
2wap,nuclear receptor
2wb5,hydrolase
2wbb,hydrolase
2wbd,hydrolase
2wc3,hydrolase
2wc4,hydrolase
2wcg,hydrolase
2wcx,transferase
2wd1,kinase
2wd3,lyase
2wd7,oxidoreductase
2we3,hydrolase
2web,protease
2wec,protease
2wed,protease
2weh,lyase
2wei,kinase
2wej,lyase
2weo,lyase
2weq,immune/signaling
2wev,kinase
2wey,hydrolase
2wez,protease
2wf0,protease
2wf1,protease
2wf2,protease
2wf3,protease
2wf4,protease
2wf5,transferase
2wfj,isomerase
2wgi,hydrolase
2wgj,kinase
2wgs,ligase
2who,transferase
2whp,hydrolase
2wi1,immune/signaling
2wi2,immune/signaling
2wi3,immune/signaling
2wi4,immune/signaling
2wi5,immune/signaling
2wi6,immune/signaling
2wi7,immune/signaling
2wih,kinase
2wj1,nuclear receptor
2wj2,nuclear receptor
2wk2,hydrolase
2wk6,transferase
2wks,lyase
2wkt,transferase
2wky,other
2wkz,protease
2wl0,protease
2wl4,transferase
2wl5,transferase
2wly,hydrolase
2wlz,hydrolase
2wm0,hydrolase
2wmr,kinase
2wmu,kinase
2wmv,kinase
2wmw,kinase
2wmx,kinase
2wnj,transport/binding
2wnl,transport/binding
2wo8,protease
2wo9,protease
2woa,protease
2won,transferase
2woq,transferase
2wor,transport/binding
2wos,transport/binding
2wot,kinase
2wou,kinase
2wp1,other
2wpa,kinase
2wpb,lyase
2wq4,transport/binding
2wq5,hydrolase
2wqb,kinase
2wqp,transferase
2wr8,transferase
2wsx,transport/binding
2wtc,kinase
2wtd,kinase
2wti,kinase
2wtj,kinase
2wtw,kinase
2wtx,transferase
2wu6,kinase
2wu7,kinase
2wuf,hydrolase
2wuu,transferase
2wva,lyase
2wvz,hydrolase
2ww0,hydrolase
2ww2,hydrolase
2wwj,oxidoreductase
2wxd,hydrolase
2wxf,kinase
2wxg,kinase
2wxh,kinase
2wxi,kinase
2wxj,kinase
2wxk,kinase
2wxl,kinase
2wxm,kinase
2wxn,kinase
2wxo,kinase
2wxp,kinase
2wxq,kinase
2wxv,kinase
2wyf,transport/binding
2wyg,protease
2wyi,hydrolase
2wyj,protease
2wyn,hydrolase
2wzf,transferase
2wzm,oxidoreductase
2wzs,hydrolase
2wzx,hydrolase
2wzy,transport/binding
2wzz,hydrolase
2x09,hydrolase
2x24,ligase
2x2c,isomerase
2x2i,hydrolase
2x2k,kinase
2x2l,kinase
2x2m,kinase
2x2r,other
2x38,kinase
2x39,kinase
2x3t,transport/binding
2x4o,immune/signaling
2x4r,immune/signaling
2x4s,immune/signaling
2x4t,immune/signaling
2x4u,immune/signaling
2x4z,kinase
2x52,transport/binding
2x5o,ligase
2x6d,transferase
2x6e,transferase
2x6f,kinase
2x6i,kinase
2x6j,kinase
2x6k,kinase
2x6w,hydrolase
2x6x,hydrolase
2x6y,hydrolase
2x7c,other
2x7d,other
2x7o,kinase
2x7s,lyase
2x7t,lyase
2x7u,lyase
2x7x,kinase
2x81,transferase
2x85,hydrolase
2x8d,kinase
2x8e,kinase
2x8i,kinase
2x91,protease
2x95,protease
2x9e,kinase
2x9f,kinase
2xa4,kinase
2xab,immune/signaling
2xae,other
2xaf,oxidoreductase
2xag,oxidoreductase
2xah,oxidoreductase
2xaj,oxidoreductase
2xaq,oxidoreductase
2xas,oxidoreductase
2xb7,kinase
2xb9,lyase
2xba,kinase
2xbj,transferase
2xbp,other
2xbw,protease
2xbx,protease
2xc0,protease
2xc4,hydrolase
2xcg,oxidoreductase
2xch,kinase
2xck,kinase
2xcn,protease
2xcs,isomerase
2xct,isomerase
2xd6,immune/signaling
2xd9,lyase
2xda,lyase
2xde,immune/signaling
2xdk,immune/signaling
2xdm,protease
2xdw,protease
2xdx,immune/signaling
2xe4,protease
2xef,protease
2xeg,protease
2xei,protease
2xej,protease
2xel,other
2xey,kinase
2xez,kinase
2xf0,kinase
2xfi,protease
2xfj,protease
2xfk,protease
2xg3,transport/binding
2xg5,immune/signaling
2xg9,hydrolase
2xgm,transferase
2xgo,transferase
2xgs,transferase
2xh5,kinase
2xhr,immune/signaling
2xhs,other
2xht,immune/signaling
2xhx,immune/signaling
2xi7,transferase
2xib,hydrolase
2xix,kinase
2xiy,kinase
2xiz,kinase
2xj0,kinase
2xj1,kinase
2xj2,kinase
2xjg,immune/signaling
2xjj,immune/signaling
2xjx,immune/signaling
2xk1,protease
2xk3,transferase
2xk4,transferase
2xk6,transferase
2xk7,transferase
2xk8,transferase
2xk9,kinase
2xkc,transferase
2xkd,transferase
2xke,transferase
2xkf,transferase
2xl2,other
2xl3,other
2xln,protease
2xm1,hydrolase
2xm2,hydrolase
2xm8,kinase
2xm9,kinase
2xml,oxidoreductase
2xmy,transferase
2xn3,other
2xn5,other
2xn6,other
2xn7,other
2xne,kinase
2xng,kinase
2xni,protease
2xnm,transferase
2xnn,transferase
2xno,transferase
2xnp,transferase
2xo8,other
2xog,hydrolase
2xoi,hydrolase
2xow,protease
2xp2,kinase
2xp3,kinase
2xp4,kinase
2xp5,kinase
2xp6,kinase
2xp7,kinase
2xp8,kinase
2xpa,kinase
2xpb,kinase
2xpc,ligase
2xpk,hydrolase
2xqq,transport/binding
2xru,kinase
2xrw,other
2xs0,transferase
2xs8,immune/signaling
2xsb,hydrolase
2xtk,hydrolase
2xu1,protease
2xu3,protease
2xu4,protease
2xu5,protease
2xuc,hydrolase
2xuf,hydrolase
2xui,hydrolase
2xup,hydrolase
2xuz,transport/binding
2xv1,transport/binding
2xvd,kinase
2xvn,hydrolase
2xwd,hydrolase
2xwe,hydrolase
2xwy,transferase
2xx2,immune/signaling
2xx4,immune/signaling
2xx5,immune/signaling
2xxn,hydrolase
2xxr,transport/binding
2xxt,transport/binding
2xxw,transport/binding
2xxx,transport/binding
2xxy,transport/binding
2xyd,protease
2xye,hydrolase
2xyf,hydrolase
2xyn,kinase
2xyr,transferase
2xyt,other
2xyu,kinase
2xz5,other
2xzg,other
2xzq,immune/signaling
2xzw,immune/signaling
2y06,immune/signaling
2y07,immune/signaling
2y0j,hydrolase
2y1d,oxidoreductase
2y1g,oxidoreductase
2y1n,transferase
2y1o,ligase
2y1w,transferase
2y1x,transferase
2y2h,transferase
2y2i,transferase
2y2j,transferase
2y2k,transferase
2y2n,transferase
2y2p,transferase
2y34,oxidoreductase
2y36,immune/signaling
2y3p,isomerase
2y4a,hydrolase
2y4m,transferase
2y4s,hydrolase
2y54,transport/binding
2y55,hydrolase
2y56,transport/binding
2y57,transport/binding
2y58,transport/binding
2y59,hydrolase
2y5f,protease
2y5g,protease
2y5k,hydrolase
2y5l,hydrolase
2y67,ligase
2y68,ligase
2y6c,hydrolase
2y6d,hydrolase
2y6o,kinase
2y6s,immune/signaling
2y71,lyase
2y76,lyase
2y77,lyase
2y7i,transport/binding
2y7k,other
2y7p,other
2y7w,other
2y7x,protease
2y7z,protease
2y80,protease
2y81,protease
2y82,protease
2y8c,hydrolase
2y8i,other
2y8l,kinase
2y8o,kinase
2y8q,transferase
2y9g,transport/binding
2y9q,transferase
2ya6,hydrolase
2ya7,hydrolase
2ya8,hydrolase
2yac,kinase
2yak,kinase
2yay,hydrolase
2yaz,hydrolase
2yb0,hydrolase
2yb9,protease
2ybk,oxidoreductase
2ybp,oxidoreductase
2ybs,oxidoreductase
2ybt,hydrolase
2ybu,hydrolase
2yc0,oxidoreductase
2yc3,transferase
2yc5,transferase
2ycf,kinase
2ych,other
2ycm,transferase
2ycq,kinase
2ycr,kinase
2ycs,kinase
2yde,oxidoreductase
2ydf,transport/binding
2ydi,kinase
2ydj,kinase
2ydk,kinase
2ydm,hydrolase
2ydo,GPCR
2ydt,hydrolase
2ydv,GPCR
2ydw,other
2ye9,immune/signaling
2yek,immune/signaling
2yel,immune/signaling
2yem,immune/signaling
2yer,kinase
2yex,kinase
2yfa,other
2yfx,kinase
2yg2,other
2yga,immune/signaling
2ygf,immune/signaling
2ygu,transport/binding
2yhd,nuclear receptor
2yhw,kinase
2yhy,kinase
2yi0,immune/signaling
2yi5,immune/signaling
2yi7,immune/signaling
2yig,protease
2yim,isomerase
2yiq,kinase
2yir,kinase
2yis,kinase
2yit,kinase
2yiu,oxidoreductase
2yiv,oxidoreductase
2yiw,kinase
2yix,kinase
2yj2,protease
2yj8,protease
2yj9,protease
2yjb,protease
2yjc,protease
2yjq,hydrolase
2yjw,immune/signaling
2yjx,immune/signaling
2yk1,immune/signaling
2yk9,immune/signaling
2ykb,immune/signaling
2ykc,immune/signaling
2yke,immune/signaling
2ykj,immune/signaling
2ylc,transport/binding
2yln,transport/binding
2ylo,nuclear receptor
2ylp,nuclear receptor
2ylq,nuclear receptor
2ym3,kinase
2ym4,kinase
2ym5,kinase
2ym6,kinase
2ym7,kinase
2ym8,kinase
2yme,transport/binding
2ymt,transport/binding
2ynd,transferase
2yne,transferase
2ynn,transport/binding
2ynr,transport/binding
2yns,transport/binding
2yof,kinase
2yog,kinase
2yoh,kinase
2yoj,transferase
2yol,protease
2ypi,isomerase
2ypo,transferase
2ypp,transferase
2yq6,other
2ywp,transferase
2yxj,other
2yz3,hydrolase
2z1w,transferase
2z3h,hydrolase
2z3z,protease
2z4b,nuclear receptor
2z4o,protease
2z4r,transport/binding
2z4w,kinase
2z4y,kinase
2z4z,kinase
2z50,kinase
2z52,kinase
2z5o,transport/binding
2z5s,other
2z5t,other
2z60,kinase
2z6w,isomerase
2z78,kinase
2z7g,hydrolase
2z7h,transferase
2z7i,kinase
2z7r,kinase
2z8e,transport/binding
2z92,immune/signaling
2z94,protease
2z97,oxidoreductase
2z9g,protease
2za0,lyase
2za3,lyase
2za5,protease
2zas,nuclear receptor
2zaz,kinase
2zb0,kinase
2zbk,isomerase
2zc9,protease
2zcs,transferase
2zdk,protease
2zdl,protease
2zdm,protease
2zdn,protease
2zdt,kinase
2zdx,kinase
2zdz,protease
2ze1,protease
2zfp,protease
2zfs,protease
2zft,protease
2zg1,transport/binding
2zg3,transport/binding
2zga,protease
2zgm,hydrolase
2zgx,protease
2zhd,protease
2zif,transferase
2zir,transferase
2zis,transferase
2zjf,hydrolase
2zju,transport/binding
2zjv,transport/binding
2zkj,kinase
2zlf,oxidoreductase
2zlg,oxidoreductase
2zm1,kinase
2zm3,kinase
2zmd,kinase
2zmj,nuclear receptor
2zmm,hydrolase
2zn7,hydrolase
2zns,other
2znt,other
2znu,other
2zo3,protease
2zof,protease
2zoq,kinase
2zp0,protease
2zpk,immune/signaling
2zq0,hydrolase
2zq1,protease
2zq2,protease
2zsc,transport/binding
2zu3,protease
2zu4,protease
2zu5,protease
2zv2,kinase
2zv9,kinase
2zva,kinase
2zvj,transferase
2zx5,hydrolase
2zx7,hydrolase
2zx8,hydrolase
2zx9,hydrolase
2zxa,hydrolase
2zxb,hydrolase
2zxg,protease
2zyb,kinase
2zym,transport/binding
2zyn,transport/binding
2zz1,lyase
2zz2,lyase
2zz6,lyase
2zzu,protease
3a1c,hydrolase
3a1d,hydrolase
3a1e,hydrolase
3a29,hydrolase
3a2c,kinase
3a2o,protease
3a3y,hydrolase
3a4o,kinase
3a4p,kinase
3a5y,ligase
3a6t,hydrolase
3a73,transport/binding
3a9i,kinase
3aaq,hydrolase
3aas,protease
3aau,protease
3aav,protease
3abt,oxidoreductase
3abu,oxidoreductase
3acl,transport/binding
3acx,kinase
3ad7,oxidoreductase
3ad8,oxidoreductase
3ads,nuclear receptor
3adt,nuclear receptor
3adu,nuclear receptor
3adv,nuclear receptor
3afk,hydrolase
3agl,kinase
3agm,kinase
3ah8,immune/signaling
3ahn,protease
3aho,protease
3ai8,protease
3aid,protease
3aig,protease
3aje,transport/binding
3al3,transport/binding
3alt,transport/binding
3ama,kinase
3amb,kinase
3amv,transferase
3anq,kinase
3anr,kinase
3ans,protease
3ant,protease
3ao1,transferase
3ao2,transferase
3ao5,transferase
3aox,kinase
3ap4,transport/binding
3ap7,transport/binding
3apc,kinase
3aqa,other
3aqt,other
3ara,protease
3arb,immune/signaling
3ard,immune/signaling
3are,immune/signaling
3arf,immune/signaling
3arg,immune/signaling
3arn,protease
3arr,protease
3art,protease
3arw,protease
3arx,protease
3arz,protease
3as0,protease
3as1,protease
3as2,protease
3as3,protease
3ask,ligase
3asl,ligase
3asx,kinase
3at1,transferase
3at3,kinase
3at4,kinase
3ati,protease
3atk,protease
3atl,protease
3atm,protease
3atp,immune/signaling
3atu,hydrolase
3atv,hydrolase
3atw,protease
3av9,other
3ava,other
3avb,other
3avf,other
3avg,other
3avh,other
3avi,other
3avj,other
3avk,other
3avl,other
3avm,other
3avn,other
3avz,protease
3aw0,protease
3ax5,transport/binding
3axk,lyase
3axm,lyase
3axz,transferase
3ay0,transferase
3ay9,immune/signaling
3aya,transport/binding
3ayc,transport/binding
3ayd,transport/binding
3az8,lyase
3az9,lyase
3aza,lyase
3azb,lyase
3b0w,nuclear receptor
3b1t,protease
3b1u,protease
3b24,immune/signaling
3b25,immune/signaling
3b26,immune/signaling
3b28,immune/signaling
3b2q,transferase
3b2t,kinase
3b2w,kinase
3b3c,protease
3b3x,protease
3b4f,lyase
3b4p,other
3b50,transport/binding
3b5j,hydrolase
3b66,nuclear receptor
3b67,nuclear receptor
3b7i,protease
3b7j,lyase
3b7r,protease
3b7u,protease
3b8q,kinase
3b8r,kinase
3b8z,hydrolase
3b92,protease
3b95,transferase
3b9g,hydrolase
3b9s,immune/signaling
3bar,lyase
3bbt,kinase
3bc3,protease
3bc4,protease
3bc5,nuclear receptor
3bcn,protease
3bcs,transferase
3be2,kinase
3be9,kinase
3bea,kinase
3bel,kinase
3bet,lyase
3bex,kinase
3bf1,kinase
3bft,other
3bg8,protease
3bgb,protease
3bgc,protease
3bgl,oxidoreductase
3bgm,kinase
3bgp,kinase
3bgq,kinase
3bgs,transferase
3bh3,lyase
3bh8,immune/signaling
3bh9,immune/signaling
3bhb,immune/signaling
3bhx,protease
3bi0,protease
3bi1,protease
3bi6,kinase
3bim,other
3biz,kinase
3bjc,hydrolase
3bjm,protease
3bki,transport/binding
3bkl,protease
3bl0,lyase
3bl1,lyase
3bl2,nuclear receptor
3bl7,hydrolase
3bl9,hydrolase
3bla,hydrolase
3blr,kinase
3bls,hydrolase
3blt,hydrolase
3blu,hydrolase
3bm6,hydrolase
3bm8,hydrolase
3bm9,immune/signaling
3bmn,oxidoreductase
3bmo,oxidoreductase
3bmq,oxidoreductase
3bmy,immune/signaling
3bpr,kinase
3bqc,kinase
3bqn,other
3br9,transferase
3bra,protease
3brn,transport/binding
3bsc,transferase
3bt9,other
3btc,other
3bti,other
3btj,other
3btl,other
3btr,nuclear receptor
3bu1,transport/binding
3bu6,kinase
3bu8,transport/binding
3buf,protease
3bug,protease
3buh,protease
3bum,ligase
3bun,ligase
3buo,kinase
3buw,kinase
3bux,kinase
3bv2,kinase
3bv3,kinase
3bva,protease
3bvb,protease
3bwj,kinase
3bwk,protease
3bx5,kinase
3bxe,other
3bxf,other
3bxg,other
3bxh,other
3bxs,protease
3bxz,transport/binding
3bym,kinase
3byo,kinase
3bys,kinase
3byu,kinase
3bz3,kinase
3bze,immune/signaling
3bzf,immune/signaling
3bzi,kinase
3c0z,hydrolase
3c10,hydrolase
3c14,lyase
3c1k,protease
3c1n,kinase
3c1x,kinase
3c2f,transferase
3c2o,transferase
3c2r,transferase
3c2u,hydrolase
3c39,kinase
3c3o,transport/binding
3c3q,transport/binding
3c3r,transport/binding
3c43,protease
3c45,protease
3c49,transferase
3c4c,kinase
3c4e,kinase
3c4f,kinase
3c4h,transferase
3c52,lyase
3c56,lyase
3c5u,kinase
3c6t,protease
3c6u,protease
3c6w,transport/binding
3c72,transferase
3c79,transport/binding
3c7n,immune/signaling
3c7p,lyase
3c7q,kinase
3c84,transport/binding
3c88,protease
3c89,protease
3c8a,protease
3c8b,protease
3c8e,transferase
3c94,hydrolase
3c9e,protease
3caj,lyase
3cbp,kinase
3cbs,nuclear receptor
3ccb,protease
3ccc,protease
3ccn,kinase
3cct,oxidoreductase
3ccw,oxidoreductase
3ccz,oxidoreductase
3cd0,oxidoreductase
3cd5,oxidoreductase
3cd7,oxidoreductase
3cd8,kinase
3cda,oxidoreductase
3cdb,oxidoreductase
3cde,transferase
3ce0,transferase
3ce3,kinase
3cen,protease
3cf1,transport/binding
3cf8,lyase
3cf9,lyase
3cfn,nuclear receptor
3cfs,immune/signaling
3cfv,immune/signaling
3cgf,kinase
3cgo,kinase
3cgy,kinase
