pdb_id,deposit_date
3f07,2008-10-24T00:00:00.000+00:00
3f0r,2008-10-25T00:00:00.000+00:00
3f15,2008-10-27T00:00:00.000+00:00
3f16,2008-10-27T00:00:00.000+00:00
3f18,2008-10-27T00:00:00.000+00:00
3f19,2008-10-27T00:00:00.000+00:00
3f1a,2008-10-27T00:00:00.000+00:00
3f2a,2008-10-29T00:00:00.000+00:00
3f33,2008-10-30T00:00:00.000+00:00
3f34,2008-10-30T00:00:00.000+00:00
3f35,2008-10-30T00:00:00.000+00:00
3f36,2008-10-30T00:00:00.000+00:00
3f37,2008-10-30T00:00:00.000+00:00
3f38,2008-10-30T00:00:00.000+00:00
3f39,2008-10-30T00:00:00.000+00:00
3f3t,2008-10-31T00:00:00.000+00:00
3f3u,2008-10-31T00:00:00.000+00:00
3f3v,2008-10-31T00:00:00.000+00:00
3f3w,2008-10-31T00:00:00.000+00:00
3f48,2008-10-31T00:00:00.000+00:00
3f5j,2008-11-03T00:00:00.000+00:00
3f5k,2008-11-03T00:00:00.000+00:00
3f5l,2008-11-04T00:00:00.000+00:00
3f5p,2008-11-04T00:00:00.000+00:00
3f66,2008-11-05T00:00:00.000+00:00
3f68,2008-11-05T00:00:00.000+00:00
3f69,2008-11-05T00:00:00.000+00:00
3f6e,2008-11-05T00:00:00.000+00:00
3f6g,2008-11-06T00:00:00.000+00:00
3f6h,2008-11-06T00:00:00.000+00:00
3f70,2008-11-07T00:00:00.000+00:00
3f78,2008-11-07T00:00:00.000+00:00
3f7b,2008-11-07T00:00:00.000+00:00
3f7g,2008-11-09T00:00:00.000+00:00
3f7h,2008-11-09T00:00:00.000+00:00
3f7i,2008-11-09T00:00:00.000+00:00
3f7u,2008-11-10T00:00:00.000+00:00
3f7z,2008-11-10T00:00:00.000+00:00
3f81,2008-11-11T00:00:00.000+00:00
3f82,2008-11-11T00:00:00.000+00:00
3f88,2008-11-11T00:00:00.000+00:00
3f8c,2008-11-12T00:00:00.000+00:00
3f8e,2008-11-12T00:00:00.000+00:00
3f8f,2008-11-12T00:00:00.000+00:00
3f8s,2008-11-13T00:00:00.000+00:00
3f8w,2008-11-13T00:00:00.000+00:00
3f9n,2008-11-14T00:00:00.000+00:00
3f9w,2008-11-14T00:00:00.000+00:00
3f9y,2008-11-14T00:00:00.000+00:00
3fa3,2008-11-14T00:00:00.000+00:00
3faa,2008-11-16T00:00:00.000+00:00
3fal,2008-11-17T00:00:00.000+00:00
3fas,2008-11-18T00:00:00.000+00:00
3fat,2008-11-18T00:00:00.000+00:00
3fbr,2008-11-19T00:00:00.000+00:00
3fc1,2008-11-20T00:00:00.000+00:00
3fc2,2008-11-21T00:00:00.000+00:00
3fc8,2008-11-21T00:00:00.000+00:00
3fcb,2008-11-21T00:00:00.000+00:00
3fcf,2008-11-21T00:00:00.000+00:00
3fci,2008-11-21T00:00:00.000+00:00
3fck,2008-11-21T00:00:00.000+00:00
3fcl,2008-11-21T00:00:00.000+00:00
3fdm,2008-11-26T00:00:00.000+00:00
3fdn,2008-11-26T00:00:00.000+00:00
3fdt,2008-11-26T00:00:00.000+00:00
3fed,2008-11-28T00:00:00.000+00:00
3fee,2008-11-28T00:00:00.000+00:00
3feg,2008-11-29T00:00:00.000+00:00
3fei,2008-11-30T00:00:00.000+00:00
3fej,2008-11-30T00:00:00.000+00:00
3ff3,2008-12-01T00:00:00.000+00:00
3ff6,2008-12-02T00:00:00.000+00:00
3ffg,2008-12-03T00:00:00.000+00:00
3ffp,2008-12-04T00:00:00.000+00:00
3fgc,2008-12-05T00:00:00.000+00:00
3fh5,2008-12-08T00:00:00.000+00:00
3fh7,2008-12-08T00:00:00.000+00:00
3fh8,2008-12-09T00:00:00.000+00:00
3fhb,2008-12-09T00:00:00.000+00:00
3fhe,2008-12-09T00:00:00.000+00:00
3fhr,2008-12-10T00:00:00.000+00:00
3fi2,2008-12-10T00:00:00.000+00:00
3fi3,2008-12-10T00:00:00.000+00:00
3fj7,2008-12-14T00:00:00.000+00:00
3fjg,2008-12-14T00:00:00.000+00:00
3fjz,2008-12-15T00:00:00.000+00:00
3fkt,2008-12-17T00:00:00.000+00:00
3fkv,2008-12-17T00:00:00.000+00:00
3fl5,2008-12-18T00:00:00.000+00:00
3fl8,2008-12-18T00:00:00.000+00:00
3fl9,2008-12-18T00:00:00.000+00:00
3fmq,2008-12-22T00:00:00.000+00:00
3fmr,2008-12-22T00:00:00.000+00:00
3fmz,2008-12-22T00:00:00.000+00:00
3fn0,2008-12-22T00:00:00.000+00:00
3fnm,2008-12-25T00:00:00.000+00:00
3fnu,2008-12-26T00:00:00.000+00:00
3fpd,2009-01-05T00:00:00.000+00:00
3fpm,2009-01-05T00:00:00.000+00:00
3fq7,2009-01-07T00:00:00.000+00:00
3fqa,2009-01-07T00:00:00.000+00:00
3fqe,2009-01-07T00:00:00.000+00:00
3fqh,2009-01-07T00:00:00.000+00:00
3fqk,2009-01-07T00:00:00.000+00:00
3fql,2009-01-07T00:00:00.000+00:00
3fqs,2009-01-07T00:00:00.000+00:00
3fr2,2009-01-08T00:00:00.000+00:00
3fr4,2009-01-08T00:00:00.000+00:00
3fr5,2009-01-08T00:00:00.000+00:00
3frg,2009-01-08T00:00:00.000+00:00
3frz,2009-01-08T00:00:00.000+00:00
3fsj,2009-01-09T00:00:00.000+00:00
3fsm,2009-01-10T00:00:00.000+00:00
3ft2,2009-01-12T00:00:00.000+00:00
3ft3,2009-01-12T00:00:00.000+00:00
3ft4,2009-01-12T00:00:00.000+00:00
3ft5,2009-01-12T00:00:00.000+00:00
3ft8,2009-01-12T00:00:00.000+00:00
3fts,2009-01-13T00:00:00.000+00:00
3ftu,2009-01-13T00:00:00.000+00:00
3ftv,2009-01-13T00:00:00.000+00:00
3ftw,2009-01-13T00:00:00.000+00:00
3fty,2009-01-13T00:00:00.000+00:00
3ftz,2009-01-13T00:00:00.000+00:00
3fu0,2009-01-13T00:00:00.000+00:00
3fu3,2009-01-13T00:00:00.000+00:00
3fu5,2009-01-14T00:00:00.000+00:00
3fu6,2009-01-14T00:00:00.000+00:00
3fud,2009-01-14T00:00:00.000+00:00
3fue,2009-01-14T00:00:00.000+00:00
3fuf,2009-01-14T00:00:00.000+00:00
3fuh,2009-01-14T00:00:00.000+00:00
3fui,2009-01-14T00:00:00.000+00:00
3fuj,2009-01-14T00:00:00.000+00:00
3fuk,2009-01-14T00:00:00.000+00:00
3ful,2009-01-14T00:00:00.000+00:00
3fum,2009-01-14T00:00:00.000+00:00
3fun,2009-01-14T00:00:00.000+00:00
3fup,2009-01-14T00:00:00.000+00:00
3fuz,2009-01-15T00:00:00.000+00:00
3fv3,2009-01-15T00:00:00.000+00:00
3fv7,2009-01-15T00:00:00.000+00:00
3fv8,2009-01-15T00:00:00.000+00:00
3fvg,2009-01-15T00:00:00.000+00:00
3fvk,2009-01-15T00:00:00.000+00:00
3fvl,2009-01-16T00:00:00.000+00:00
3fvn,2009-01-16T00:00:00.000+00:00
3fw3,2009-01-16T00:00:00.000+00:00
3fw4,2009-01-16T00:00:00.000+00:00
3fwv,2009-01-19T00:00:00.000+00:00
3fx6,2009-01-20T00:00:00.000+00:00
3fxb,2009-01-20T00:00:00.000+00:00
3fxv,2009-01-21T00:00:00.000+00:00
3fxw,2009-01-21T00:00:00.000+00:00
3fyj,2009-01-22T00:00:00.000+00:00
3fyk,2009-01-22T00:00:00.000+00:00
3fyz,2009-01-23T00:00:00.000+00:00
3fz1,2009-01-23T00:00:00.000+00:00
3fzc,2009-01-24T00:00:00.000+00:00
3fzn,2009-01-26T00:00:00.000+00:00
3fzr,2009-01-26T00:00:00.000+00:00
3fzs,2009-01-26T00:00:00.000+00:00
3fzt,2009-01-26T00:00:00.000+00:00
3fzy,2009-01-26T00:00:00.000+00:00
3g08,2009-01-27T00:00:00.000+00:00
3g0b,2009-01-27T00:00:00.000+00:00
3g0c,2009-01-27T00:00:00.000+00:00
3g0d,2009-01-27T00:00:00.000+00:00
3g0e,2009-01-27T00:00:00.000+00:00
3g0f,2009-01-27T00:00:00.000+00:00
3g0g,2009-01-27T00:00:00.000+00:00
3g0i,2009-01-28T00:00:00.000+00:00
3g15,2009-01-29T00:00:00.000+00:00
3g19,2009-01-29T00:00:00.000+00:00
3g1d,2009-01-29T00:00:00.000+00:00
3g1m,2009-01-30T00:00:00.000+00:00
3g1v,2009-01-30T00:00:00.000+00:00
3g2h,2009-01-31T00:00:00.000+00:00
3g2i,2009-01-31T00:00:00.000+00:00
3g2j,2009-01-31T00:00:00.000+00:00
3g2k,2009-01-31T00:00:00.000+00:00
3g2l,2009-01-31T00:00:00.000+00:00
3g2s,2009-02-01T00:00:00.000+00:00
3g2t,2009-02-01T00:00:00.000+00:00
3g2u,2009-02-01T00:00:00.000+00:00
3g2v,2009-02-01T00:00:00.000+00:00
3g2w,2009-02-01T00:00:00.000+00:00
3g2y,2009-02-01T00:00:00.000+00:00
3g30,2009-02-01T00:00:00.000+00:00
3g32,2009-02-01T00:00:00.000+00:00
3g34,2009-02-01T00:00:00.000+00:00
3g35,2009-02-01T00:00:00.000+00:00
3g3d,2009-02-02T00:00:00.000+00:00
3g3m,2009-02-02T00:00:00.000+00:00
3g3n,2009-02-02T00:00:00.000+00:00
3g3r,2009-02-02T00:00:00.000+00:00
3g42,2009-02-03T00:00:00.000+00:00
3g45,2009-02-03T00:00:00.000+00:00
3g4f,2009-02-03T00:00:00.000+00:00
3g4g,2009-02-03T00:00:00.000+00:00
3g4i,2009-02-03T00:00:00.000+00:00
3g4k,2009-02-03T00:00:00.000+00:00
3g4l,2009-02-03T00:00:00.000+00:00
3g58,2009-02-04T00:00:00.000+00:00
3g5d,2009-02-05T00:00:00.000+00:00
3g5k,2009-02-05T00:00:00.000+00:00
3g5v,2009-02-05T00:00:00.000+00:00
3g5y,2009-02-05T00:00:00.000+00:00
3g6g,2009-02-06T00:00:00.000+00:00
3g6h,2009-02-06T00:00:00.000+00:00
3g6m,2009-02-06T00:00:00.000+00:00
3g6z,2009-02-09T00:00:00.000+00:00
3g70,2009-02-09T00:00:00.000+00:00
3g72,2009-02-09T00:00:00.000+00:00
3g76,2009-02-09T00:00:00.000+00:00
3g7l,2009-02-10T00:00:00.000+00:00
3g86,2009-02-11T00:00:00.000+00:00
3g8e,2009-02-12T00:00:00.000+00:00
3g8i,2009-02-12T00:00:00.000+00:00
3g8o,2009-02-12T00:00:00.000+00:00
3g90,2009-02-12T00:00:00.000+00:00
3g9e,2009-02-13T00:00:00.000+00:00
3g9l,2009-02-13T00:00:00.000+00:00
3g9n,2009-02-13T00:00:00.000+00:00
3ga5,2009-02-16T00:00:00.000+00:00
3gb2,2009-02-18T00:00:00.000+00:00
3gba,2009-02-19T00:00:00.000+00:00
3gbe,2009-02-19T00:00:00.000+00:00
3gbq,1996-12-23T00:00:00.000+00:00
3gc4,2009-02-21T00:00:00.000+00:00
3gc7,2009-02-21T00:00:00.000+00:00
3gcp,2009-02-22T00:00:00.000+00:00
3gcq,2009-02-22T00:00:00.000+00:00
3gcu,2009-02-22T00:00:00.000+00:00
3gcv,2009-02-22T00:00:00.000+00:00
3gds,2009-02-24T00:00:00.000+00:00
3gdt,2009-02-24T00:00:00.000+00:00
3gen,2009-02-25T00:00:00.000+00:00
3gf2,2009-02-26T00:00:00.000+00:00
3gfe,2009-02-26T00:00:00.000+00:00
3gfw,2009-02-27T00:00:00.000+00:00
3ggc,2009-02-27T00:00:00.000+00:00
3ggu,2009-03-02T00:00:00.000+00:00
3ggv,2009-03-02T00:00:00.000+00:00
3ggw,2009-03-02T00:00:00.000+00:00
3ghe,2009-03-03T00:00:00.000+00:00
3gi4,2009-03-05T00:00:00.000+00:00
3gi5,2009-03-05T00:00:00.000+00:00
3gi6,2009-03-05T00:00:00.000+00:00
3gjd,2009-03-08T00:00:00.000+00:00
3gjq,2009-03-09T00:00:00.000+00:00
3gjs,2009-03-09T00:00:00.000+00:00
3gjt,2009-03-09T00:00:00.000+00:00
3gjw,2009-03-09T00:00:00.000+00:00
3gk1,2009-03-09T00:00:00.000+00:00
3gk2,2009-03-09T00:00:00.000+00:00
3gk4,2009-03-09T00:00:00.000+00:00
3gkz,2009-03-11T00:00:00.000+00:00
3gl6,2009-03-11T00:00:00.000+00:00
3gm0,2009-03-12T00:00:00.000+00:00
3gn7,2009-03-16T00:00:00.000+00:00
3gnv,2009-03-18T00:00:00.000+00:00
3gol,2009-03-19T00:00:00.000+00:00
3gp0,2009-03-20T00:00:00.000+00:00
3gpe,2009-03-23T00:00:00.000+00:00
3gpj,2009-03-23T00:00:00.000+00:00
3gpo,2009-03-23T00:00:00.000+00:00
3gqo,2009-03-24T00:00:00.000+00:00
3gqz,2009-03-24T00:00:00.000+00:00
3grj,2009-03-25T00:00:00.000+00:00
3gs6,2009-03-26T00:00:00.000+00:00
3gs7,2009-03-26T00:00:00.000+00:00
3gsg,2009-03-26T00:00:00.000+00:00
3gsm,2009-03-27T00:00:00.000+00:00
3gss,1996-10-29T00:00:00.000+00:00
3gst,1993-06-07T00:00:00.000+00:00
3gt9,2009-03-27T00:00:00.000+00:00
3gta,2009-03-27T00:00:00.000+00:00
3gtc,2009-03-27T00:00:00.000+00:00
3gur,2009-03-30T00:00:00.000+00:00
3gus,2009-03-30T00:00:00.000+00:00
3guz,2009-03-30T00:00:00.000+00:00
3gv6,2009-03-30T00:00:00.000+00:00
3gvb,2009-03-30T00:00:00.000+00:00
3gvu,2009-03-31T00:00:00.000+00:00
3gw5,2009-03-31T00:00:00.000+00:00
3gws,2009-04-01T00:00:00.000+00:00
3gwt,2009-04-01T00:00:00.000+00:00
3gwu,2009-04-01T00:00:00.000+00:00
3gwv,2009-04-01T00:00:00.000+00:00
3gww,2009-04-01T00:00:00.000+00:00
3gwx,1999-04-26T00:00:00.000+00:00
3gx0,2009-04-01T00:00:00.000+00:00
3gxl,2009-04-02T00:00:00.000+00:00
3gxt,2009-04-02T00:00:00.000+00:00
3gxy,2009-04-03T00:00:00.000+00:00
3gxz,2009-04-03T00:00:00.000+00:00
3gy2,2009-04-03T00:00:00.000+00:00
3gy3,2009-04-03T00:00:00.000+00:00
3gy7,2009-04-03T00:00:00.000+00:00
3gyn,2009-04-04T00:00:00.000+00:00
3gz9,2009-04-06T00:00:00.000+00:00
3gzn,2009-04-07T00:00:00.000+00:00
3h03,2009-04-08T00:00:00.000+00:00
3h06,2009-04-08T00:00:00.000+00:00
3h0a,2009-04-08T00:00:00.000+00:00
3h0b,2009-04-08T00:00:00.000+00:00
3h0e,2009-04-09T00:00:00.000+00:00
3h0j,2009-04-09T00:00:00.000+00:00
3h0q,2009-04-10T00:00:00.000+00:00
3h0s,2009-04-10T00:00:00.000+00:00
3h0v,2009-04-10T00:00:00.000+00:00
3h0w,2009-04-10T00:00:00.000+00:00
3h0y,2009-04-10T00:00:00.000+00:00
3h0z,2009-04-10T00:00:00.000+00:00
3h1x,2009-04-14T00:00:00.000+00:00
3h1z,2009-04-14T00:00:00.000+00:00
3h21,2009-04-14T00:00:00.000+00:00
3h22,2009-04-14T00:00:00.000+00:00
3h23,2009-04-14T00:00:00.000+00:00
3h26,2009-04-14T00:00:00.000+00:00
3h2a,2009-04-14T00:00:00.000+00:00
3h2c,2009-04-14T00:00:00.000+00:00
3h2f,2009-04-14T00:00:00.000+00:00
3h2m,2009-04-14T00:00:00.000+00:00
3h2n,2009-04-14T00:00:00.000+00:00
3h2o,2009-04-14T00:00:00.000+00:00
3h30,2009-04-15T00:00:00.000+00:00
3h3c,2009-04-16T00:00:00.000+00:00
3h52,2009-04-21T00:00:00.000+00:00
3h59,2009-04-21T00:00:00.000+00:00
3h5b,2009-04-21T00:00:00.000+00:00
3h5s,2009-04-22T00:00:00.000+00:00
3h5u,2009-04-22T00:00:00.000+00:00
3h6z,2009-04-24T00:00:00.000+00:00
3h78,2009-04-24T00:00:00.000+00:00
3h85,2009-04-28T00:00:00.000+00:00
3h89,2009-04-29T00:00:00.000+00:00
3h8b,2009-04-29T00:00:00.000+00:00
3h8c,2009-04-29T00:00:00.000+00:00
3h91,2009-04-29T00:00:00.000+00:00
3h98,2009-04-30T00:00:00.000+00:00
3h9f,2009-04-30T00:00:00.000+00:00
3h9k,2009-04-30T00:00:00.000+00:00
3h9o,2009-04-30T00:00:00.000+00:00
3ha6,2009-05-01T00:00:00.000+00:00
3hab,2009-05-01T00:00:00.000+00:00
3hac,2009-05-01T00:00:00.000+00:00
3hau,2009-05-02T00:00:00.000+00:00
3hav,2009-05-02T00:00:00.000+00:00
3haw,2009-05-02T00:00:00.000+00:00
3hb4,2009-05-04T00:00:00.000+00:00
3hb8,2009-05-04T00:00:00.000+00:00
3hbo,2009-05-04T00:00:00.000+00:00
3hc8,2009-05-05T00:00:00.000+00:00
3hcm,2009-05-06T00:00:00.000+00:00
3hd3,2009-05-06T00:00:00.000+00:00
3hdk,2009-05-07T00:00:00.000+00:00
3hdm,2009-05-07T00:00:00.000+00:00
3hdn,2009-05-07T00:00:00.000+00:00
3hdz,2009-05-07T00:00:00.000+00:00
3hec,2009-05-08T00:00:00.000+00:00
3heg,2009-05-08T00:00:00.000+00:00
3hek,2009-05-08T00:00:00.000+00:00
3hf6,2009-05-11T00:00:00.000+00:00
3hf8,2009-05-11T00:00:00.000+00:00
3hfb,2009-05-11T00:00:00.000+00:00
3hfj,2009-05-11T00:00:00.000+00:00
3hfv,2009-05-12T00:00:00.000+00:00
3hfz,2009-05-13T00:00:00.000+00:00
3hg1,2009-05-13T00:00:00.000+00:00
3hha,2009-05-15T00:00:00.000+00:00
3hhk,2009-05-15T00:00:00.000+00:00
3hhm,2009-05-15T00:00:00.000+00:00
3hhu,2009-05-17T00:00:00.000+00:00
3hig,2009-05-19T00:00:00.000+00:00
3hii,2009-05-20T00:00:00.000+00:00
3hj0,2009-05-20T00:00:00.000+00:00
3hjo,2009-05-22T00:00:00.000+00:00
3hk1,2009-05-22T00:00:00.000+00:00
3hkn,2009-05-25T00:00:00.000+00:00
3hkq,2009-05-25T00:00:00.000+00:00
3hkt,2009-05-25T00:00:00.000+00:00
3hku,2009-05-25T00:00:00.000+00:00
3hkw,2009-05-26T00:00:00.000+00:00
3hky,2009-05-26T00:00:00.000+00:00
3hl5,2009-05-26T00:00:00.000+00:00
3hl7,2009-05-26T00:00:00.000+00:00
3hl8,2009-05-27T00:00:00.000+00:00
3hll,2009-05-27T00:00:00.000+00:00
3hlo,2009-05-27T00:00:00.000+00:00
3hmm,2009-05-29T00:00:00.000+00:00
3hmo,2009-05-29T00:00:00.000+00:00
3hmp,2009-05-29T00:00:00.000+00:00
3hmv,2009-05-29T00:00:00.000+00:00
3hnb,2009-05-31T00:00:00.000+00:00
3hng,2009-05-31T00:00:00.000+00:00
3hnz,2009-06-01T00:00:00.000+00:00
3ho2,2009-06-01T00:00:00.000+00:00
3ho9,2009-06-01T00:00:00.000+00:00
3hp2,2009-06-03T00:00:00.000+00:00
3hp5,2009-06-03T00:00:00.000+00:00
3hp9,2009-06-03T00:00:00.000+00:00
3hpt,2009-06-04T00:00:00.000+00:00
3hq5,2009-06-05T00:00:00.000+00:00
3hqh,2009-06-06T00:00:00.000+00:00
3hqr,2009-06-08T00:00:00.000+00:00
3hqw,2009-06-08T00:00:00.000+00:00
3hqy,2009-06-08T00:00:00.000+00:00
3hqz,2009-06-08T00:00:00.000+00:00
3hr1,2009-06-08T00:00:00.000+00:00
3hrb,2009-06-09T00:00:00.000+00:00
3hrf,2009-06-09T00:00:00.000+00:00
3hs4,2009-06-10T00:00:00.000+00:00
3hs8,2009-06-10T00:00:00.000+00:00
3hs9,2009-06-10T00:00:00.000+00:00
3hu1,2009-06-12T00:00:00.000+00:00
3hu2,2009-06-12T00:00:00.000+00:00
3hu3,2009-06-12T00:00:00.000+00:00
3hub,2009-06-13T00:00:00.000+00:00
3hv3,2009-06-15T00:00:00.000+00:00
3hv4,2009-06-15T00:00:00.000+00:00
3hv5,2009-06-15T00:00:00.000+00:00
3hv6,2009-06-15T00:00:00.000+00:00
3hv7,2009-06-15T00:00:00.000+00:00
3hvc,2009-06-15T00:00:00.000+00:00
3hvg,2009-06-16T00:00:00.000+00:00
3hvh,2009-06-16T00:00:00.000+00:00
3hvi,2009-06-16T00:00:00.000+00:00
3hvj,2009-06-16T00:00:00.000+00:00
3hvk,2009-06-16T00:00:00.000+00:00
3hw1,2009-06-17T00:00:00.000+00:00
3hwn,2009-06-18T00:00:00.000+00:00
3hww,2009-06-19T00:00:00.000+00:00
3hwx,2009-06-19T00:00:00.000+00:00
3hx3,2009-06-19T00:00:00.000+00:00
3hxb,2009-06-20T00:00:00.000+00:00
3hxc,2009-06-20T00:00:00.000+00:00
3hxd,2009-06-20T00:00:00.000+00:00
3hxe,2009-06-20T00:00:00.000+00:00
3hxf,2009-06-20T00:00:00.000+00:00
3hy5,2009-06-22T00:00:00.000+00:00
3hy7,2009-06-22T00:00:00.000+00:00
3hy9,2009-06-22T00:00:00.000+00:00
3hyf,2009-06-22T00:00:00.000+00:00
3hyg,2009-06-22T00:00:00.000+00:00
3hzk,2009-06-23T00:00:00.000+00:00
3hzm,2009-06-23T00:00:00.000+00:00
3hzv,2009-06-24T00:00:00.000+00:00
3hzy,2009-06-24T00:00:00.000+00:00
3i02,2009-06-24T00:00:00.000+00:00
3i06,2009-06-24T00:00:00.000+00:00
3i0r,2009-06-25T00:00:00.000+00:00
3i0s,2009-06-25T00:00:00.000+00:00
3i1y,2009-06-28T00:00:00.000+00:00
3i25,2009-06-29T00:00:00.000+00:00
3i28,2009-06-29T00:00:00.000+00:00
3i3d,2009-06-30T00:00:00.000+00:00
3i4a,2009-07-01T00:00:00.000+00:00
3i4b,2009-07-01T00:00:00.000+00:00
3i4y,2009-07-03T00:00:00.000+00:00
3i51,2009-07-03T00:00:00.000+00:00
3i5n,2009-07-06T00:00:00.000+00:00
3i5r,2009-07-06T00:00:00.000+00:00
3i5z,2009-07-06T00:00:00.000+00:00
3i60,2009-07-06T00:00:00.000+00:00
3i6c,2009-07-06T00:00:00.000+00:00
3i6m,2009-07-07T00:00:00.000+00:00
3i6o,2009-07-07T00:00:00.000+00:00
3i6z,2009-07-07T00:00:00.000+00:00
3i73,2009-07-08T00:00:00.000+00:00
3i7b,2009-07-08T00:00:00.000+00:00
3i7c,2009-07-08T00:00:00.000+00:00
3i7e,2009-07-08T00:00:00.000+00:00
3i7g,2009-07-08T00:00:00.000+00:00
3i7i,2009-07-08T00:00:00.000+00:00
3i81,2009-07-09T00:00:00.000+00:00
3i8t,2009-07-10T00:00:00.000+00:00
3i90,2009-07-10T00:00:00.000+00:00
3i91,2009-07-10T00:00:00.000+00:00
3i97,2009-07-10T00:00:00.000+00:00
3i9g,2009-07-10T00:00:00.000+00:00
3ia6,2009-07-13T00:00:00.000+00:00
3iad,2009-07-13T00:00:00.000+00:00
3iae,2009-07-13T00:00:00.000+00:00
3iaf,2009-07-13T00:00:00.000+00:00
3iaw,2009-07-14T00:00:00.000+00:00
3ibc,2009-07-15T00:00:00.000+00:00
3ibi,2009-07-16T00:00:00.000+00:00
3ibl,2009-07-16T00:00:00.000+00:00
3ibn,2009-07-16T00:00:00.000+00:00
3ibu,2009-07-17T00:00:00.000+00:00
3idp,2009-07-21T00:00:00.000+00:00
3ie3,2009-07-22T00:00:00.000+00:00
3iej,2009-07-22T00:00:00.000+00:00
3ieo,2009-07-23T00:00:00.000+00:00
3ies,2009-07-23T00:00:00.000+00:00
3iet,2009-07-23T00:00:00.000+00:00
3if7,2009-07-24T00:00:00.000+00:00
3ifl,2009-07-24T00:00:00.000+00:00
3ifo,2009-07-24T00:00:00.000+00:00
3ifp,2009-07-24T00:00:00.000+00:00
3ig1,2009-07-27T00:00:00.000+00:00
3ig6,2009-07-27T00:00:00.000+00:00
3ig7,2009-07-27T00:00:00.000+00:00
3igb,2009-07-27T00:00:00.000+00:00
3igg,2009-07-27T00:00:00.000+00:00
3igp,2009-07-28T00:00:00.000+00:00
3igv,2009-07-28T00:00:00.000+00:00
3ihz,2009-07-31T00:00:00.000+00:00
3ii5,2009-07-31T00:00:00.000+00:00
3iit,2009-08-03T00:00:00.000+00:00
3iiw,2009-08-03T00:00:00.000+00:00
3iiy,2009-08-03T00:00:00.000+00:00
3ij0,2009-08-03T00:00:00.000+00:00
3ij1,2009-08-03T00:00:00.000+00:00
3ijg,2009-08-04T00:00:00.000+00:00
3ijh,2009-08-04T00:00:00.000+00:00
3ijy,2009-08-05T00:00:00.000+00:00
3ijz,2009-08-05T00:00:00.000+00:00
3ik1,2009-08-05T00:00:00.000+00:00
3ik3,2009-08-05T00:00:00.000+00:00
3ika,2009-08-05T00:00:00.000+00:00
3ikc,2009-08-05T00:00:00.000+00:00
3ikd,2009-08-05T00:00:00.000+00:00
3ikg,2009-08-05T00:00:00.000+00:00
3il5,2009-08-06T00:00:00.000+00:00
3il6,2009-08-06T00:00:00.000+00:00
3ilq,2009-08-07T00:00:00.000+00:00
3ime,2009-08-10T00:00:00.000+00:00
3img,2009-08-10T00:00:00.000+00:00
3imy,2009-08-11T00:00:00.000+00:00
3in3,2009-08-11T00:00:00.000+00:00
3in4,2009-08-11T00:00:00.000+00:00
3ind,2009-08-12T00:00:00.000+00:00
3ine,2009-08-12T00:00:00.000+00:00
3inf,2009-08-12T00:00:00.000+00:00
3inh,2009-08-12T00:00:00.000+00:00
3iny,2009-08-13T00:00:00.000+00:00
3io7,2009-08-13T00:00:00.000+00:00
3iob,2009-08-14T00:00:00.000+00:00
3ioc,2009-08-14T00:00:00.000+00:00
3iod,2009-08-14T00:00:00.000+00:00
3ioe,2009-08-14T00:00:00.000+00:00
3iof,2009-08-14T00:00:00.000+00:00
3iog,2009-08-14T00:00:00.000+00:00
3ioi,2009-08-14T00:00:00.000+00:00
3iok,2009-08-14T00:00:00.000+00:00
3ion,2009-08-14T00:00:00.000+00:00
3iop,2009-08-14T00:00:00.000+00:00
3ip5,2009-08-17T00:00:00.000+00:00
3ip6,2009-08-17T00:00:00.000+00:00
3ip8,2009-08-17T00:00:00.000+00:00
3ip9,2009-08-17T00:00:00.000+00:00
3ipa,2009-08-17T00:00:00.000+00:00
3ipb,2009-08-17T00:00:00.000+00:00
3ipe,2009-08-17T00:00:00.000+00:00
3iph,2009-08-17T00:00:00.000+00:00
3ipq,2009-08-18T00:00:00.000+00:00
3ips,2009-08-18T00:00:00.000+00:00
3ipu,2009-08-18T00:00:00.000+00:00
3ipx,2009-08-18T00:00:00.000+00:00
3ipy,2009-08-18T00:00:00.000+00:00
3iqg,2009-08-20T00:00:00.000+00:00
3iqh,2009-08-20T00:00:00.000+00:00
3iqi,2009-08-20T00:00:00.000+00:00
3iqj,2009-08-20T00:00:00.000+00:00
3iqq,2009-08-20T00:00:00.000+00:00
3iqu,2009-08-21T00:00:00.000+00:00
3iqv,2009-08-21T00:00:00.000+00:00
3irx,2009-08-24T00:00:00.000+00:00
3is9,2009-08-25T00:00:00.000+00:00
3isj,2009-08-26T00:00:00.000+00:00
3iss,2009-08-27T00:00:00.000+00:00
3isw,2009-08-27T00:00:00.000+00:00
3itc,2009-08-28T00:00:00.000+00:00
3ith,2009-08-28T00:00:00.000+00:00
3itu,2009-08-28T00:00:00.000+00:00
3itz,2009-08-28T00:00:00.000+00:00
3iu7,2009-08-30T00:00:00.000+00:00
3iu8,2009-08-30T00:00:00.000+00:00
3iu9,2009-08-30T00:00:00.000+00:00
3iub,2009-08-31T00:00:00.000+00:00
3iuc,2009-08-31T00:00:00.000+00:00
3iue,2009-08-31T00:00:00.000+00:00
3iut,2009-08-31T00:00:00.000+00:00
3iux,2009-08-31T00:00:00.000+00:00
3ivc,2009-08-31T00:00:00.000+00:00
